PCIRdCur,ItoM,ItoMCacheNear,WiL,MemRead,MemWrite,MemTotal,drop_pct(%),CPU_busy(%),ksoft_avg,ksoft_max,label
380000,49000000,2491000,199000,6683.79,8840.14,15523.93,0.0,4.18,4360.92,114208.24,normal
545000,62000000,3515000,267000,8608.74,13245.48,21854.22,0.00776,5.76,15.21,148.33,cpu_interference
296000,33000000,2218000,180000,6081.64,7958.97,14040.62,0.0,5.49,22.95,78.0,normal
264000,31000000,2213000,185000,5660.51,8030.19,13690.71,0.004626,5.64,25.67,83.92,cpu_interference
31000,3918000,1186000,102000,6116.23,8286.56,14402.79,0.002025,4.74,25.05,149.32,cpu_interference
593000,69000000,3905000,287000,6648.64,9008.06,15656.7,0.0,4.23,34497.85,73420.38,normal
441000,55000000,3746000,279000,7739.8,11298.33,19038.14,0.007837,5.03,13.04,54.51,cpu_interference
329000,42000000,2207000,176000,6203.48,8053.55,14257.03,0.0,4.78,17.27,84.31,normal
379000,42000000,2198000,172000,6126.99,7974.13,14101.12,0.0,4.57,27.83,111.33,normal
33000,4268000,271000,22000,7567.55,11038.49,18606.03,0.010636,6.08,18.96,45.33,cpu_interference
325000,42000000,2199000,176000,6050.36,7957.26,14007.62,0.001078,15.67,20.7,131.58,cpu_interference
530000,63000000,3822000,283000,7744.99,10741.99,18486.98,0.002598,5.18,15.11,75.6,cpu_interference
332000,42000000,2213000,171000,6106.48,7979.14,14085.63,0.0,4.54,20.85,75.67,normal
327000,42000000,2213000,176000,5981.83,7773.21,13755.04,0.0,4.67,29.6,87.86,normal
563000,65000000,3732000,274000,6015.35,7878.96,13894.31,0.0,14.33,45.97,10668.08,normal
424000,53000000,3498000,288000,8050.7,11872.95,19923.64,0.00165,5.47,19.0,128.36,cpu_interference
300000,39000000,2051000,164000,6188.31,8350.01,14538.32,0.0,5.14,18.66,108.18,normal
304000,36000000,2306000,190000,5894.8,8523.75,14418.55,0.001185,5.38,14.97,56.49,cpu_interference
21000,2607000,198000,16000,7614.43,10535.62,18150.05,0.002362,5.4,15.42,66.73,cpu_interference
488000,60000000,3738000,277000,6158.4,8066.91,14225.31,0.0,4.76,14079.94,178431.38,normal
475000,55000000,3206000,250000,7872.08,11103.15,18975.23,0.001622,6.13,20.13,57.15,cpu_interference
328000,42000000,2205000,177000,6149.66,7990.04,14139.7,0.0,5.77,14.15,45.05,normal
329000,42000000,2202000,174000,6357.95,8656.42,15014.37,0.0,6.01,25.97,103.03,normal
11000,1380000,249000,20000,6574.54,8544.95,15119.49,0.009598,5.69,21.96,73.18,cpu_interference
619000,71000000,2603000,204000,6137.2,8044.88,14182.08,0.0,4.64,8340.62,178760.94,normal
423000,54000000,2790000,220000,8508.66,12961.66,21470.32,0.013242,6.33,10.82,45.5,cpu_interference
326000,42000000,2219000,180000,6351.14,8601.54,14952.68,0.000864,5.93,28.9,69.27,cpu_interference
356000,42000000,2184000,183000,5732.22,8422.52,14154.74,0.0,5.89,16.65,50.08,normal
30000,3835000,2294000,184000,7389.85,10157.97,17547.82,0.004289,5.08,12.57,42.76,cpu_interference
328000,42000000,2147000,168000,5603.83,8145.02,13748.85,0.0,4.69,36846.43,58583.78,normal
401000,46000000,3242000,242000,8487.79,12186.08,20673.87,0.00223,4.88,19.3,74.83,cpu_interference
355000,46000000,2492000,192000,6077.23,8495.4,14572.64,0.0,5.56,16.54,91.79,normal
565000,67000000,3495000,263000,6132.62,8046.92,14179.55,0.004653,4.67,22.13,137.74,cpu_interference
591000,69000000,3010000,233000,6047.14,7939.69,13986.83,0.0,21.86,16.75,49.82,normal
590000,68000000,3765000,282000,7511.61,10325.11,17836.71,0.007425,5.03,22.92,76.88,cpu_interference
333000,42000000,2156000,168000,6106.42,7980.96,14087.38,0.0,4.41,16.33,94.9,normal
358000,39000000,2166000,169000,6100.89,8426.36,14527.26,0.002627,4.73,18.86,70.23,cpu_interference
26000,3567000,198000,16000,7576.2,10541.58,18117.78,0.000212,5.21,27.22,59.88,cpu_interference
609000,66000000,3755000,279000,6526.5,8752.48,15278.98,0.003839,50.34,20.52,208.23,cpu_interference
552000,69000000,3777000,279000,8103.32,11440.05,19543.38,0.000877,5.24,30.3,83.57,cpu_interference
334000,42000000,2225000,179000,6184.19,8417.34,14601.53,0.0,4.94,32.4,130.42,normal
354000,42000000,2218000,185000,5551.89,7832.43,13384.32,9.5e-05,4.91,29.98,111.08,cpu_interference
362000,46000000,2196000,173000,5654.22,7263.44,12917.66,0.0,50.19,26.87,112.13,normal
580000,67000000,3948000,292000,8234.64,12554.39,20789.03,0.002796,5.93,18.94,102.84,cpu_interference
341000,44000000,2198000,178000,6107.65,8005.83,14113.48,0.004693,5.55,21.55,85.51,cpu_interference
326000,42000000,2202000,181000,5543.4,7255.42,12798.82,0.00652,5.22,40.1,138.75,cpu_interference
33000,3945000,237000,17000,6707.23,8890.0,15597.23,0.00553,5.55,22.1,99.64,cpu_interference
493000,63000000,2428000,189000,3867.87,5003.28,8871.16,0.006256,47.92,16.04,66.6,cpu_interference
604000,70000000,3903000,287000,7655.19,11354.89,19010.08,0.0,4.53,18.85,95.96,normal
336000,42000000,2208000,178000,5454.51,7653.74,13108.25,0.0,4.95,19.13,47.61,normal
340000,42000000,2205000,176000,5858.56,7717.27,13575.83,0.0,4.73,29.53,56.89,normal
74000,3379000,170000,12000,6522.2,8546.55,15068.75,0.015089,5.95,20.04,109.23,cpu_interference
269000,37000000,2357000,187000,1517.23,1654.98,3172.21,0.003883,47.98,13.09,38.57,cpu_interference
481000,59000000,3746000,272000,6368.26,9290.3,15658.56,0.000386,6.45,26.88,59.94,cpu_interference
285000,40000000,2175000,161000,5703.69,7716.42,13420.12,9e-05,4.39,20.59,45.14,cpu_interference
396000,49000000,2207000,178000,6111.33,8017.89,14129.22,0.0,4.66,24.59,59.14,normal
399000,47000000,2546000,213000,1205.07,1458.21,2663.28,0.000892,47.99,19.37,64.72,cpu_interference
566000,66000000,3803000,282000,8016.47,12042.38,20058.85,9e-06,5.62,14.28,87.15,cpu_interference
444000,54000000,2185000,176000,6032.47,7964.98,13997.45,0.0,5.13,25.29,91.31,normal
332000,42000000,2185000,174000,6035.08,7943.02,13978.1,0.0,5.34,20.59,101.15,normal
59000,320000,243000,21000,7325.21,10105.25,17430.46,0.006325,5.35,21.02,48.19,cpu_interference
331000,42000000,2203000,176000,5986.04,7933.94,13919.98,0.003909,50.45,14.56,53.42,cpu_interference
569000,66000000,3600000,267000,7950.46,11385.47,19335.94,0.000192,4.92,21.49,77.67,cpu_interference
312000,41000000,2147000,171000,6575.16,8783.71,15358.87,0.0,4.32,27.91,84.27,normal
325000,42000000,2187000,179000,5715.93,8213.7,13929.63,0.0,4.69,27.11,83.6,normal
21000,2461000,255000,25000,7500.72,10387.65,17888.37,0.009172,5.29,17.14,45.71,cpu_interference
434000,55000000,2372000,192000,6243.85,8288.15,14532.01,0.0,50.41,26.82,92.33,normal
585000,67000000,3680000,271000,8251.51,11856.74,20108.26,0.009151,4.89,15.76,79.39,cpu_interference
280000,38000000,2532000,194000,6749.5,10228.21,16977.7,0.00116,5.31,20.69,131.0,cpu_interference
289000,38000000,2515000,199000,7612.64,10642.67,18255.32,0.0,4.69,31.29,130.82,normal
32000,3786000,273000,23000,5324.16,7380.07,12704.23,0.00565,6.9,21.23,56.3,cpu_interference
399000,49000000,2603000,209000,7825.71,11089.54,18915.25,2.6e-05,50.23,15.92,79.63,cpu_interference
602000,68000000,3478000,278000,7842.88,11193.91,19036.79,0.002368,5.42,14.12,111.35,cpu_interference
355000,42000000,2208000,175000,5531.98,7815.78,13347.76,0.002425,4.71,18.16,99.55,cpu_interference
327000,42000000,2202000,171000,5501.43,8035.17,13536.59,0.0,4.7,33.16,118.29,normal
28000,3787000,164000,12000,7256.21,9948.7,17204.9,0.001011,5.23,15.88,51.2,cpu_interference
578000,67000000,3259000,245000,6036.73,7909.62,13946.35,0.003035,50.62,13.1,43.23,cpu_interference
608000,68000000,3657000,283000,8062.77,11377.29,19440.06,0.001036,4.34,15.02,58.55,cpu_interference
353000,44000000,2183000,180000,5720.88,7507.43,13228.32,0.0,4.39,27.65,79.06,normal
358000,42000000,2217000,183000,6037.31,7884.65,13921.96,0.0,4.29,20.69,106.16,normal
335000,42000000,2203000,175000,6009.63,7860.99,13870.62,0.005037,50.28,31.8,85.0,cpu_interference
572000,67000000,3899000,289000,8362.73,12493.11,20855.84,0.000954,5.32,24.27,92.98,cpu_interference
414000,51000000,2572000,211000,6156.5,8007.39,14163.89,0.0,4.69,24.54,81.67,normal
327000,42000000,2187000,172000,5449.21,7131.58,12580.79,0.0,4.32,19.85,69.85,normal
27000,3580000,228000,19000,6601.17,8751.01,15352.18,0.008755,5.3,17.66,54.39,cpu_interference
375000,48000000,2394000,183000,6240.38,8153.65,14394.02,0.0076,47.91,18.17,71.48,cpu_interference
535000,63000000,3934000,291000,8395.85,12995.62,21391.46,0.001688,5.05,22.71,85.9,cpu_interference
341000,43000000,2199000,176000,6060.32,7983.27,14043.59,0.0,4.89,23.31,86.79,normal
387000,42000000,2201000,172000,6014.94,7899.3,13914.24,0.0,4.71,34.73,155.29,normal
448000,47000000,2467000,203000,6152.17,8492.39,14644.56,3.6e-05,47.91,17.56,72.86,cpu_interference
589000,68000000,3579000,272000,7370.94,10123.38,17494.32,0.002381,5.45,25.98,131.15,cpu_interference
314000,42000000,2304000,181000,7573.26,10892.11,18465.37,0.0,4.88,21.4,72.9,normal
378000,50000000,2198000,178000,6098.7,8008.72,14107.42,0.000844,4.51,22.78,70.88,cpu_interference
30000,3819000,192000,16000,6104.9,7826.56,13931.47,0.000565,5.73,21.43,66.97,cpu_interference
366000,48000000,2837000,223000,6617.3,10216.29,16833.59,0.002881,38.36,27.51,82.07,cpu_interference
556000,62000000,3300000,256000,8560.54,12664.29,21224.83,0.004166,4.72,14.09,74.09,cpu_interference
328000,42000000,2035000,173000,6117.05,8030.58,14147.62,0.0,4.32,18.24,80.82,normal
401000,42000000,2674000,214000,5480.73,7779.56,13260.29,0.002508,4.8,17.48,83.17,cpu_interference
33000,4308000,235000,20000,7372.75,10031.49,17404.24,0.003555,5.26,29.63,86.35,cpu_interference
373000,43000000,1957000,149000,6174.12,8089.23,14263.36,0.0,50.61,22.09,262.55,normal
563000,65000000,3322000,258000,7406.96,10228.53,17635.5,0.002629,5.05,14.0,55.81,cpu_interference
245000,32000000,2049000,159000,5375.9,7467.95,12843.85,0.000306,5.16,16.57,71.57,cpu_interference
351000,44000000,2046000,158000,4761.03,6485.97,11247.0,0.0,4.06,22.36,87.57,normal
581000,68000000,3799000,285000,6620.76,8884.03,15504.79,0.00171,50.49,25.29,74.04,cpu_interference
582000,68000000,3934000,282000,8167.35,12417.71,20585.06,0.005418,5.45,15.82,104.0,cpu_interference
330000,42000000,2221000,173000,6007.12,7934.15,13941.27,0.000971,4.76,15.2,65.0,cpu_interference
332000,42000000,2202000,169000,6055.36,7973.41,14028.77,0.002099,4.67,29.51,78.04,cpu_interference
19000,2805000,194000,16000,7385.93,10103.89,17489.82,0.00279,5.14,12.65,57.06,cpu_interference
487000,58000000,3033000,242000,7396.99,10347.4,17744.39,0.001131,47.92,17.78,70.12,cpu_interference
552000,69000000,3764000,275000,8228.75,12382.74,20611.49,0.000699,5.18,25.32,89.41,cpu_interference
337000,42000000,2207000,178000,6132.61,8085.18,14217.79,0.0,4.71,15.65,116.07,normal
330000,42000000,2006000,158000,6498.6,8791.32,15289.91,0.0,4.45,64.86,124.16,normal
27000,3493000,318000,27000,7362.38,10194.67,17557.04,0.011007,5.24,24.67,70.31,cpu_interference
323000,42000000,2209000,176000,6096.65,7972.53,14069.17,0.0,50.17,16.12,76.0,normal
629000,68000000,3879000,290000,8499.35,12788.87,21288.21,0.002282,5.36,24.5,78.2,cpu_interference
330000,42000000,2225000,173000,6094.65,8024.41,14119.07,0.0,4.7,40.6,129.79,normal
357000,42000000,2223000,185000,5632.77,7906.53,13539.3,0.001047,4.58,33.69,87.69,cpu_interference
91000,3341000,234000,18000,7574.93,10793.46,18368.39,0.008623,5.36,17.17,74.53,cpu_interference
344000,42000000,2234000,175000,6102.33,7979.67,14082.0,0.0,4.54,25.25,61.95,normal
331000,42000000,2237000,175000,6003.48,7955.64,13959.12,0.0,4.72,15.03,50.29,normal
326000,42000000,2234000,177000,6076.07,7987.25,14063.32,0.0,4.74,16.41,51.46,normal
326000,42000000,2236000,179000,6023.95,7983.71,14007.67,0.0,4.61,16.7,55.91,normal
48000,1503000,272000,22000,8113.5,12133.36,20246.86,0.001228,5.12,7.71,60.83,cpu_interference
328000,42000000,2219000,178000,6080.11,7987.45,14067.56,0.0,4.76,26.12,99.09,normal
330000,42000000,2217000,177000,6096.92,8017.06,14113.98,0.0,4.76,14.51,70.86,normal
357000,42000000,2217000,183000,5466.16,7734.3,13200.45,0.0,4.94,29.45,78.9,normal
328000,42000000,2216000,176000,5998.47,7880.29,13878.76,0.0,4.41,15.62,50.65,normal
330000,42000000,2236000,178000,5972.48,7885.72,13858.19,0.0,4.6,24.32,75.43,normal
328000,42000000,2232000,174000,6010.25,7971.44,13981.69,0.0,4.7,18.23,67.87,normal
328000,42000000,2235000,177000,6127.89,7972.33,14100.22,0.0,4.56,19.09,55.14,normal
326000,42000000,2234000,174000,6032.31,7951.32,13983.63,0.0,4.43,34.81,100.75,normal
30000,3915000,266000,20000,8074.78,12206.14,20280.92,0.014895,5.13,10.5,39.39,cpu_interference
333000,42000000,2216000,177000,6005.49,7960.95,13966.44,0.0,4.86,23.59,146.25,normal
332000,42000000,2216000,175000,6000.09,7955.69,13955.78,0.0,4.74,14.83,56.8,normal
327000,42000000,2219000,180000,6063.28,7964.36,14027.64,0.0,4.63,21.37,108.23,normal
330000,42000000,2218000,177000,5991.3,7958.75,13950.06,0.0,4.45,18.74,64.42,normal
94000,643000,247000,20000,7518.36,10958.24,18476.59,0.007739,4.87,20.94,62.91,cpu_interference
365000,47000000,2288000,178000,5971.02,7769.85,13740.87,0.0,4.66,25.1,60.23,normal
363000,47000000,2568000,200000,6422.83,8629.29,15052.12,0.0,4.67,29.16,63.34,normal
327000,42000000,2193000,172000,6040.76,8030.24,14071.0,0.0,4.99,17.33,62.09,normal
332000,42000000,2193000,170000,6008.54,7927.5,13936.03,0.0,4.46,18.63,72.49,normal
313000,42000000,2227000,174000,6311.87,8300.82,14612.69,0.000668,4.48,21.85,100.05,cpu_interference
321000,43000000,2290000,177000,5644.75,7856.26,13501.01,0.00113,4.92,18.71,115.92,cpu_interference
365000,49000000,2562000,191000,6057.6,7880.32,13937.92,0.0,4.52,20.76,96.86,normal
367000,46000000,2197000,177000,5527.13,7762.38,13289.51,0.001833,4.71,17.03,75.91,cpu_interference
41000,898000,255000,19000,7991.24,11988.48,19979.71,0.005628,5.55,11.06,55.92,cpu_interference
333000,42000000,2194000,177000,6047.98,7923.5,13971.48,0.0,4.63,19.38,85.86,normal
326000,42000000,2194000,177000,6003.93,7931.2,13935.13,0.0,4.48,16.11,58.43,normal
333000,42000000,2194000,176000,5996.77,7908.39,13905.16,0.0,4.65,28.9,104.76,normal
324000,42000000,2194000,175000,5986.79,7911.63,13898.42,0.005085,4.72,16.28,100.97,cpu_interference
298000,39000000,2162000,171000,5077.95,6628.09,11706.04,0.0,4.44,24.77,79.64,normal
300000,39000000,1945000,154000,4923.18,6570.07,11493.25,0.0,4.43,23.23,56.66,normal
295000,38000000,1897000,149000,5382.42,7420.28,12802.7,0.002678,4.17,29.53,85.89,cpu_interference
298000,39000000,1996000,163000,5362.53,7436.74,12799.28,0.0,4.92,36.35,82.35,normal
24000,3225000,256000,22000,6327.94,8191.83,14519.77,0.002811,4.84,19.73,58.03,cpu_interference
391000,56000000,3012000,222000,7785.67,10577.06,18362.73,0.0,4.94,31.45,80.73,normal
388000,55000000,2854000,209000,7749.88,10629.92,18379.8,0.0,5.05,38.97,86.19,normal
363000,47000000,2326000,181000,6770.22,9222.31,15992.53,0.0,5.28,24.44,164.75,normal
353000,42000000,2210000,175000,6593.58,8927.67,15521.25,0.0,5.37,19.27,116.45,normal
42000,3383000,179000,16000,8007.36,12015.37,20022.72,0.007085,5.12,11.71,70.4,cpu_interference
334000,42000000,2190000,176000,5965.82,7891.44,13857.26,0.0009,4.4,24.86,56.17,cpu_interference
328000,42000000,2191000,179000,6052.62,7991.78,14044.4,0.0,4.94,15.77,89.9,normal
358000,42000000,2191000,185000,5409.59,7742.79,13152.38,0.0,4.73,18.87,158.16,normal
335000,42000000,2188000,174000,6032.66,7957.14,13989.8,0.0,4.58,35.24,220.33,normal
26000,1691000,256000,20000,7559.97,11057.47,18617.44,0.007417,4.88,15.31,58.69,cpu_interference
375000,47000000,2518000,195000,6778.92,9275.14,16054.06,0.0,5.7,15.62,58.97,normal
326000,42000000,2191000,173000,6059.61,7955.21,14014.82,0.0,5.06,15.09,59.94,normal
393000,42000000,2190000,172000,6032.32,7930.5,13962.82,0.0,4.65,19.18,99.62,normal
329000,42000000,2195000,176000,6015.99,7934.69,13950.69,0.0,4.69,18.67,55.33,normal
51000,4886000,309000,27000,8486.37,12331.3,20817.68,0.00808,4.73,20.66,80.38,cpu_interference
335000,47000000,2716000,194000,6922.43,9219.77,16142.2,0.0,4.38,18.43,53.29,normal
307000,43000000,2325000,169000,7209.54,9759.15,16968.68,0.0,4.16,29.39,82.26,normal
334000,42000000,2198000,174000,6083.1,7896.07,13979.17,0.0,4.1,27.78,79.72,normal
342000,42000000,2196000,177000,5945.44,7859.97,13805.41,0.0,4.0,22.89,100.43,normal
351000,47000000,2218000,163000,5643.3,7783.07,13426.37,0.001219,4.87,15.9,56.6,cpu_interference
318000,42000000,2343000,177000,5803.03,8153.59,13956.62,0.0,4.56,20.08,90.46,normal
356000,42000000,2192000,171000,5598.65,7803.79,13402.44,0.0,4.88,15.75,59.03,normal
340000,42000000,2193000,170000,5438.29,7684.8,13123.09,0.0,4.52,14.61,71.0,normal
379000,50000000,2513000,191000,7154.3,9577.01,16731.3,0.0,4.82,18.81,71.48,normal
310000,40000000,2235000,177000,6232.34,8180.88,14413.23,0.000172,4.36,24.05,57.29,cpu_interference
327000,42000000,2187000,176000,6040.0,7936.23,13976.23,0.0,4.13,15.68,51.06,normal
362000,43000000,2185000,174000,6026.01,7913.86,13939.87,0.0,4.28,24.84,103.26,normal
333000,44000000,2185000,172000,6382.09,8541.19,14923.29,0.000329,5.21,17.61,248.61,cpu_interference
342000,46000000,2258000,179000,6755.14,8924.63,15679.77,0.0,4.53,19.94,81.47,normal
359000,46000000,2295000,185000,5757.63,7938.8,13696.43,0.000103,4.44,15.97,76.12,cpu_interference
327000,42000000,2160000,177000,6044.12,7947.43,13991.54,0.00387,4.46,18.97,57.34,cpu_interference
336000,42000000,2195000,171000,6021.72,7904.23,13925.95,0.0,4.41,15.87,49.45,normal
336000,42000000,2193000,173000,6016.57,7937.14,13953.71,0.0,4.32,15.53,86.42,normal
328000,42000000,2194000,170000,6031.24,7987.89,14019.13,0.0,4.46,17.82,59.59,normal
361000,42000000,2193000,175000,6027.98,7939.98,13967.96,0.0,4.45,15.0,189.48,normal
10000,1288000,183000,14000,7943.34,11996.26,19939.6,0.007843,5.5,12.45,39.76,cpu_interference
332000,42000000,2217000,175000,6095.74,8043.48,14139.22,0.0,4.84,16.22,54.88,normal
360000,42000000,2218000,182000,5372.55,7680.52,13053.06,0.0,4.58,16.79,56.3,normal
358000,42000000,2216000,173000,6064.12,7980.35,14044.46,0.0,4.54,27.26,80.26,normal
362000,42000000,2218000,170000,6022.07,7954.19,13976.27,0.0,4.63,13.1,194.1,normal
332000,42000000,2192000,177000,6027.94,7989.64,14017.58,0.0,4.66,14.56,72.29,normal
329000,42000000,2194000,179000,6059.52,7979.75,14039.27,0.0,4.52,23.71,72.65,normal
331000,42000000,2192000,175000,6063.08,7987.67,14050.75,0.0,4.46,30.56,79.35,normal
357000,42000000,2196000,176000,6041.17,7942.68,13983.85,0.0,4.56,17.2,53.37,normal
326000,43000000,2284000,184000,5768.76,7600.46,13369.22,0.000553,4.82,20.03,57.18,cpu_interference
373000,49000000,2571000,201000,5779.66,8169.37,13949.03,0.0,5.42,21.94,70.62,normal
341000,44000000,2273000,181000,6442.71,8401.82,14844.53,0.0,4.44,16.39,46.33,normal
324000,42000000,2186000,173000,6067.86,7962.13,14030.0,0.0,4.65,15.79,56.85,normal
24000,3291000,316000,28000,8300.23,11968.58,20268.81,0.004779,5.41,15.47,110.5,cpu_interference
428000,54000000,2665000,202000,6065.42,8605.54,14670.96,0.001619,5.01,19.77,59.74,cpu_interference
379000,48000000,2527000,199000,6062.79,7947.23,14010.02,0.00022,4.64,16.35,90.13,cpu_interference
332000,42000000,2195000,173000,6037.01,7941.3,13978.32,0.0,4.57,18.21,113.03,normal
323000,42000000,2194000,174000,6088.22,7972.7,14060.92,0.0,4.53,17.31,65.71,normal
16000,2037000,316000,28000,8021.73,11977.69,19999.42,0.00333,5.08,11.35,62.41,cpu_interference
328000,42000000,2213000,176000,6030.46,7975.62,14006.08,0.0,4.98,20.9,56.13,normal
352000,42000000,2213000,177000,6025.75,7935.71,13961.46,0.0,4.64,14.91,57.0,normal
325000,42000000,2211000,179000,6000.87,7978.36,13979.23,0.0,4.93,25.02,63.1,normal
329000,42000000,2211000,175000,6006.68,7903.01,13909.69,0.0,4.44,17.26,69.65,normal
353000,42000000,2215000,175000,6046.02,7988.69,14034.71,0.0,4.79,22.5,77.39,normal
357000,42000000,2216000,183000,5385.21,7681.26,13066.47,0.0,4.83,22.93,84.63,normal
328000,42000000,2215000,178000,6086.28,8069.61,14155.89,0.0,4.72,26.38,100.91,normal
357000,42000000,2216000,186000,5418.3,7726.8,13145.11,0.002801,4.68,18.71,77.82,cpu_interference
42000,5074000,301000,24000,8191.9,11686.3,19878.2,0.00756,5.11,24.79,60.36,cpu_interference
335000,45000000,2268000,176000,6007.12,7997.88,14004.99,0.0,4.76,19.32,61.52,normal
323000,43000000,2344000,184000,6136.16,8003.61,14139.77,0.0,4.62,28.29,73.57,normal
336000,45000000,2402000,186000,6067.74,7883.56,13951.3,0.0,4.64,16.72,54.56,normal
320000,42000000,2192000,175000,6090.59,7957.3,14047.89,0.0,4.59,16.94,54.33,normal
444000,54000000,2775000,224000,6309.29,9456.61,15765.91,0.00014,4.68,14.95,48.02,cpu_interference
330000,42000000,2171000,179000,6030.25,7918.67,13948.92,0.0,4.93,14.33,53.22,normal
330000,42000000,2174000,175000,6097.64,7983.24,14080.89,0.005206,4.76,27.62,65.66,cpu_interference
328000,42000000,2175000,176000,6025.63,7980.5,14006.13,0.0,4.71,14.81,54.0,normal
43000,5274000,241000,18000,8368.56,12134.72,20503.29,0.004594,6.43,21.58,142.23,cpu_interference
310000,43000000,2208000,166000,6175.31,8217.21,14392.52,0.001364,4.49,17.2,53.4,cpu_interference
322000,46000000,2182000,164000,6726.13,8971.66,15697.8,0.0,4.63,21.74,56.23,normal
303000,43000000,2546000,188000,6450.96,8511.14,14962.1,0.0,4.34,21.17,63.05,normal
320000,43000000,2165000,176000,6165.51,8091.59,14257.1,0.0,4.92,17.55,57.84,normal
40000,5047000,277000,21000,8110.18,12013.65,20123.83,0.008288,6.58,20.91,70.4,cpu_interference
378000,50000000,2692000,200000,7149.46,9602.75,16752.21,0.001014,4.19,24.31,62.52,cpu_interference
323000,44000000,2163000,173000,6125.4,7993.35,14118.74,0.0,4.45,14.74,62.0,normal
320000,42000000,2163000,174000,6043.43,7908.21,13951.65,0.0,4.42,15.31,79.64,normal
321000,42000000,2164000,176000,6070.08,7971.1,14041.18,0.0,4.49,13.15,49.15,normal
329000,42000000,2187000,179000,5964.68,7901.85,13866.53,0.0,4.56,35.88,119.41,normal
331000,42000000,2187000,176000,5397.57,7733.17,13130.74,0.0,4.48,17.49,51.85,normal
351000,42000000,2187000,175000,6023.52,7915.33,13938.85,0.0,4.98,15.25,53.56,normal
327000,42000000,2187000,175000,6048.03,8000.94,14048.97,0.0,4.81,15.53,113.41,normal
335000,42000000,2215000,176000,5973.88,7888.11,13861.99,0.0,4.08,23.42,54.53,normal
336000,42000000,2214000,180000,5479.14,7791.39,13270.52,0.0,4.53,18.74,78.74,normal
331000,42000000,2214000,180000,6052.47,7949.36,14001.83,0.0,4.28,14.05,43.26,normal
355000,42000000,2215000,179000,5461.83,7727.58,13189.41,0.0,4.74,15.83,51.7,normal
43000,5163000,191000,12000,8449.35,12231.86,20681.21,0.004035,6.5,21.81,71.95,cpu_interference
322000,45000000,2278000,168000,6878.96,9405.66,16284.62,0.000863,4.23,16.83,47.79,cpu_interference
395000,53000000,2325000,175000,6106.56,7991.16,14097.72,0.0,4.69,15.79,72.68,normal
322000,42000000,2199000,174000,6134.8,8017.27,14152.07,0.0,4.7,28.92,77.28,normal
342000,42000000,2200000,177000,5761.46,7834.81,13596.27,0.0,4.66,15.03,54.37,normal
44000,5259000,225000,19000,7856.03,11798.38,19654.41,0.010881,5.42,11.45,47.33,cpu_interference
331000,42000000,2193000,171000,6008.79,7943.85,13952.63,0.0,4.63,15.71,50.44,normal
329000,42000000,2194000,174000,6021.12,7916.46,13937.59,0.0,4.37,15.45,56.62,normal
333000,42000000,2195000,171000,6043.77,7995.92,14039.69,0.0,4.46,17.59,61.62,normal
331000,42000000,2194000,174000,6049.49,7981.91,14031.4,0.0,4.81,25.41,79.18,normal
333000,42000000,2217000,178000,6035.26,7950.79,13986.05,0.0,4.31,14.82,90.12,normal
333000,42000000,2217000,175000,6003.7,7894.55,13898.26,0.0,4.52,13.55,52.94,normal
358000,42000000,2216000,181000,6046.26,7976.18,14022.44,0.0,4.43,13.97,62.03,normal
330000,42000000,2215000,177000,5998.03,7903.17,13901.2,0.0,4.51,17.78,52.86,normal
287000,39000000,1834000,142000,5280.89,7256.02,12536.91,0.0,4.42,23.21,115.66,normal
278000,38000000,2091000,160000,4998.77,6701.4,11700.16,0.000187,4.21,19.44,57.75,cpu_interference
297000,39000000,2002000,161000,4917.69,6631.03,11548.72,0.000251,4.35,21.11,68.03,cpu_interference
265000,36000000,2208000,171000,5046.21,6904.52,11950.73,0.000593,4.61,21.26,59.74,cpu_interference
26000,3519000,300000,26000,7530.68,10859.66,18390.34,0.005969,5.22,15.61,51.9,cpu_interference
607000,70000000,3680000,294000,8342.46,12084.95,20427.4,0.000438,5.52,12.42,55.71,cpu_interference
399000,51000000,2650000,207000,6701.3,8980.93,15682.24,0.000213,4.87,20.84,54.79,cpu_interference
453000,55000000,2174000,173000,6008.61,7909.05,13917.66,0.0,4.33,15.94,62.6,normal
333000,42000000,2174000,173000,6008.04,7881.21,13889.25,0.0,4.25,16.5,58.29,normal
328000,42000000,2190000,176000,6046.18,8041.15,14087.33,0.0,4.52,16.22,49.44,normal
329000,42000000,2189000,173000,6040.6,7934.92,13975.52,0.0,4.64,14.93,49.2,normal
357000,42000000,2189000,184000,5415.04,7726.4,13141.44,0.0,4.98,13.86,53.69,normal
356000,42000000,2190000,185000,5327.04,7593.48,12920.52,0.003267,4.86,28.28,63.38,cpu_interference
10000,1094000,249000,19000,7598.93,11062.93,18661.86,0.001485,5.0,15.52,52.06,cpu_interference
371000,47000000,2366000,189000,6175.17,8213.79,14388.96,0.0,4.65,13.22,46.38,normal
382000,46000000,2552000,203000,6662.73,9068.57,15731.31,0.0,5.96,20.3,72.0,normal
330000,42000000,2173000,176000,5976.56,7887.8,13864.36,0.0,4.56,14.16,93.52,normal
329000,42000000,2172000,170000,5974.46,7925.13,13899.59,0.0,4.31,18.56,111.68,normal
348000,42000000,2214000,176000,6049.68,7980.52,14030.2,0.0,4.53,16.75,57.39,normal
354000,42000000,2215000,179000,5996.45,7942.49,13938.94,0.0,4.75,35.84,83.66,normal
