PCIRdCur,ItoM,ItoMCacheNear,WiL,MemRead,MemWrite,MemTotal,drop_pct(%),CPU_busy(%),ksoft_avg,ksoft_max,label
22000,2904000,186000,15000,6052.36,7937.17,13989.53,0.001053,5.66,22.8,55.78,cpu_interference
256000,32000000,1651000,135000,4515.48,5967.72,10483.2,0.0,4.89,29.24,75.41,normal
243000,32000000,1644000,137000,4530.27,6032.11,10562.37,0.0,4.78,30.17,75.75,normal
251000,32000000,1665000,136000,4439.49,5899.0,10338.49,0.0,5.0,29.3,75.58,normal
243000,32000000,1646000,137000,807.87,882.88,1690.74,0.009055,5.29,27.32,85.26,cpu_interference
62000,3433000,243000,21000,7667.07,11110.74,18777.81,0.001916,6.65,25.15,54.69,cpu_interference
248000,32000000,1659000,138000,4587.54,6031.51,10619.05,0.0,4.73,21.5,50.84,normal
254000,32000000,1667000,137000,4479.54,5953.53,10433.07,0.0,4.78,28.6,53.17,normal
245000,32000000,1658000,135000,4458.42,5961.02,10419.44,0.0,4.46,19.63,65.89,normal
250000,32000000,1654000,135000,1585.67,2043.87,3629.54,0.010515,48.23,22.24,133.8,cpu_interference
28000,3277000,183000,15000,7545.62,11001.28,18546.9,0.012263,5.16,81.04,567.89,cpu_interference
251000,32000000,1670000,137000,4507.91,6006.36,10514.28,0.0,3.97,30.96,58.38,normal
249000,32000000,1664000,137000,4519.08,6098.57,10617.65,0.002414,4.24,31.93,120.21,cpu_interference
247000,32000000,1658000,135000,4477.14,5972.65,10449.79,0.0,3.91,36.3,77.78,normal
256000,32000000,1667000,139000,4450.7,5947.68,10398.38,0.006947,48.03,25.45,94.51,cpu_interference
247000,32000000,1664000,135000,4555.32,5983.06,10538.38,0.0,4.18,15.14,59.34,normal
248000,32000000,1646000,132000,4554.13,5997.04,10551.17,0.0,4.02,18.03,59.56,normal
249000,32000000,1658000,132000,4550.91,6073.52,10624.43,0.007136,3.96,31.75,157.05,cpu_interference
247000,32000000,1655000,130000,4518.49,5988.63,10507.11,0.0,48.02,16.22,341.84,normal
79000,1414000,289000,22000,7973.19,11556.34,19529.52,0.004485,4.97,19.12,82.94,cpu_interference
246000,32000000,1670000,137000,4558.25,5999.78,10558.03,0.000209,4.05,28.79,59.38,cpu_interference
246000,32000000,1649000,135000,4486.25,5956.55,10442.8,0.0,3.89,26.64,118.4,normal
309000,32000000,1633000,133000,4498.39,5919.95,10418.34,0.0,3.9,39.71,79.4,normal
243000,32000000,1646000,134000,4508.18,6001.3,10509.49,0.0,50.56,49.49,344.27,normal
92000,2749000,258000,21000,7541.06,10949.0,18490.05,0.005384,5.26,15.38,51.0,cpu_interference
253000,32000000,1685000,138000,4461.95,5918.5,10380.46,0.0,4.32,21.67,95.72,normal
250000,32000000,1683000,136000,4442.11,5903.42,10345.52,0.0,4.27,21.28,78.3,normal
254000,32000000,1682000,137000,4461.48,5941.03,10402.51,0.0,4.4,19.8,113.9,normal
249000,32000000,1680000,135000,4444.82,5907.77,10352.59,0.0,40.55,22.28,158.63,normal
21000,2461000,229000,18000,7887.16,11264.34,19151.49,0.014348,5.7,18.1,92.02,cpu_interference
353000,38000000,1658000,138000,4478.01,5971.46,10449.47,0.0,4.46,19.95,102.5,normal
257000,32000000,1667000,135000,4466.87,5934.6,10401.48,0.0,4.17,19.69,86.8,normal
255000,32000000,1659000,135000,4515.95,6018.83,10534.78,0.0,4.38,34.85,144.46,normal
242000,32000000,1656000,133000,4453.09,5923.62,10376.71,0.0,35.49,23.55,245.09,normal
31000,3857000,274000,24000,7109.84,9697.51,16807.35,0.011078,4.55,20.14,212.9,cpu_interference
250000,32000000,1666000,137000,4543.68,6127.73,10671.41,0.0,4.09,46.89,134.51,normal
250000,32000000,1664000,134000,4582.12,6069.19,10651.31,0.0,4.13,234.54,342.33,normal
250000,32000000,1667000,139000,4511.26,5952.41,10463.67,0.0,3.74,17.67,209.67,normal
247000,32000000,1650000,139000,4557.6,5975.29,10532.88,0.0,3.8,4057.29,135572.1,normal
297000,42000000,2505000,188000,5347.7,6960.59,12308.29,0.0,5.03,40.13,89.98,normal
200000,27000000,1613000,129000,4132.7,5387.44,9520.13,8.8e-05,5.41,53.65,90.16,cpu_interference
261000,29000000,1679000,136000,4282.99,5609.38,9892.38,0.001675,5.26,35.74,81.88,cpu_interference
154000,21000000,1455000,114000,4480.02,5867.78,10347.8,0.001004,5.07,27.66,95.02,cpu_interference
16000,2112000,246000,23000,7960.75,11262.48,19223.23,0.001494,5.41,10.62,184.12,cpu_interference
304000,32000000,1665000,136000,4547.81,5956.18,10503.99,0.0,3.59,41.0,133.61,normal
250000,32000000,1667000,138000,4540.71,5968.63,10509.34,0.0,3.91,21.65,122.63,normal
251000,32000000,1653000,133000,4583.62,6032.31,10615.92,0.0,3.8,21.16,107.32,normal
247000,32000000,1657000,134000,4579.6,6023.49,10603.09,0.0,3.82,2070.03,92100.06,normal
40000,4952000,3448000,257000,7860.58,11279.1,19139.68,0.010545,6.22,16.66,90.12,cpu_interference
255000,32000000,1684000,139000,4492.25,5927.26,10419.51,0.001779,5.46,25.47,82.95,cpu_interference
253000,32000000,1685000,137000,4493.8,5938.1,10431.9,0.0,5.27,57.33,188.67,normal
253000,32000000,433000,34000,4490.28,5920.26,10410.54,0.0,5.16,27.52,154.43,normal
249000,32000000,685000,54000,4526.93,6008.75,10535.68,0.0,5.39,275.68,21678.91,normal
35000,4488000,108000,10000,7550.91,10286.28,17837.2,0.005565,6.65,22.04,123.43,cpu_interference
295000,32000000,1650000,132000,4500.25,5926.22,10426.47,0.0,5.31,30.7,158.72,normal
246000,32000000,1652000,136000,4486.23,5971.82,10458.05,0.0,5.54,46.0,386.56,normal
21000,2982000,645000,53000,7996.87,11395.94,19392.81,0.0144,6.64,25.45,96.8,cpu_interference
351000,43000000,249000,20000,4598.68,6011.78,10610.46,0.0,5.18,17.6,250.3,normal
256000,32000000,416000,34000,4514.19,5973.64,10487.83,0.0,5.43,25.69,125.73,normal
247000,32000000,769000,60000,4529.39,5981.25,10510.65,0.0,5.33,36.28,256.77,normal
254000,32000000,1004000,80000,4529.76,6004.98,10534.74,0.0,5.15,31.41,107.79,normal
47000,5771000,235000,22000,7986.62,11379.41,19366.03,0.009529,5.24,12.22,95.53,cpu_interference
251000,32000000,1669000,139000,4571.13,6032.39,10603.53,0.0,3.82,23.12,118.03,normal
247000,32000000,1669000,137000,4583.48,6032.41,10615.88,0.0,4.11,23.15,172.67,normal
255000,32000000,1671000,138000,4526.75,6045.54,10572.29,0.0,4.22,16.34,139.49,normal
254000,32000000,1671000,140000,4497.1,5973.17,10470.27,0.0,4.13,3199.75,118572.46,normal
16000,1882000,802000,68000,7480.49,10474.66,17955.15,0.00393,5.68,16.56,137.41,cpu_interference
295000,37000000,2098000,168000,4735.23,6320.67,11055.91,0.0,3.84,22.76,126.74,normal
254000,32000000,1655000,136000,4575.39,5966.59,10541.98,0.0,3.95,20.02,108.85,normal
246000,32000000,1657000,136000,4557.89,6005.58,10563.47,0.0,4.35,19.24,126.24,normal
253000,32000000,1663000,139000,4596.34,6127.96,10724.3,0.0,4.31,3584.19,135406.62,normal
588000,68000000,1502000,122000,4426.55,5888.47,10315.02,0.0,5.42,45.32,167.13,normal
251000,32000000,1234000,102000,4547.66,6047.44,10595.1,0.0,5.21,16.24,49.18,normal
254000,32000000,1429000,117000,4481.2,6020.14,10501.34,0.0,5.19,33.34,95.4,normal
251000,32000000,1030000,84000,4598.82,6205.0,10803.81,0.0,5.43,15.11,107.05,normal
14000,1857000,255000,22000,6080.35,8585.96,14666.31,0.011685,7.63,20.26,96.33,cpu_interference
218000,31000000,1518000,122000,4480.78,5799.29,10280.07,0.002391,5.63,27.13,123.29,cpu_interference
237000,31000000,1551000,120000,4602.5,5938.18,10540.68,0.0,6.32,22.09,118.84,normal
251000,32000000,1669000,140000,4532.97,6036.49,10569.46,0.003067,5.3,27.37,115.88,cpu_interference
310000,32000000,1657000,140000,4245.69,5491.68,9737.37,0.0,5.22,20905.69,20985.36,normal
36000,4404000,3619000,267000,7949.21,11569.64,19518.84,0.003539,6.68,25.53,123.61,cpu_interference
252000,32000000,1684000,138000,4552.69,6017.1,10569.79,0.0,5.1,27.94,119.43,normal
251000,32000000,1643000,140000,4565.57,5928.43,10494.0,0.0,5.22,48.0,817.62,normal
250000,32000000,1672000,139000,4553.13,6011.21,10564.34,0.0,5.28,18.2,79.77,normal
252000,32000000,1684000,138000,4526.33,6037.36,10563.7,0.0,5.24,96365.5,96470.58,normal
16000,2066000,1634000,126000,7702.22,10756.9,18459.12,0.008531,6.7,28.02,112.13,cpu_interference
376000,42000000,142000,11000,4522.46,6006.33,10528.79,0.0,5.08,47.8,234.69,normal
245000,31000000,639000,53000,4479.37,5938.51,10417.88,0.0,4.84,41.81,93.21,normal
229000,31000000,825000,64000,4643.42,6162.05,10805.48,0.00044,5.05,26.39,144.45,cpu_interference
249000,32000000,1314000,104000,4301.84,5586.5,9888.35,0.004055,4.8,33.41,99.05,cpu_interference
100000,4513000,2065000,162000,7032.26,9621.06,16653.33,0.003118,5.33,25.36,68.33,cpu_interference
414000,54000000,1653000,136000,4455.05,5937.34,10392.39,0.000339,3.98,25.71,115.65,cpu_interference
257000,32000000,1667000,137000,4481.39,5996.4,10477.79,0.0,4.14,20.19,195.58,normal
247000,32000000,1662000,138000,4446.01,5945.04,10391.05,0.0,4.51,25.15,98.96,normal
246000,32000000,1654000,139000,4445.82,5936.32,10382.14,0.00431,4.78,32.23,107.61,cpu_interference
27000,3390000,2740000,243000,7445.57,10666.78,18112.35,0.014777,5.82,36.42,156.3,cpu_interference
247000,32000000,1631000,133000,4491.74,5944.91,10436.64,0.0,4.22,28.92,220.36,normal
247000,32000000,1630000,134000,4473.83,5969.39,10443.23,0.0,4.67,21.85,102.1,normal
242000,32000000,1644000,135000,4512.12,6001.55,10513.67,0.003822,4.57,25.43,211.45,cpu_interference
245000,32000000,1635000,133000,4527.16,5970.05,10497.21,0.0,4.74,257.12,48444.08,normal
43000,5058000,2044000,153000,7300.98,10095.75,17396.73,0.016907,5.76,14.13,142.92,cpu_interference
246000,32000000,1658000,132000,4542.9,5884.31,10427.21,0.00065,4.26,25.27,197.22,cpu_interference
246000,32000000,1656000,131000,4658.3,6051.16,10709.46,0.0,3.82,35.54,195.51,normal
312000,32000000,1652000,131000,4565.86,5987.85,10553.71,0.0,3.99,48.83,134.02,normal
248000,32000000,1655000,132000,4571.91,6033.08,10604.99,0.0,4.24,191.16,44061.1,normal
18000,2284000,241000,20000,7981.67,11446.74,19428.41,0.019682,5.68,15.76,67.82,cpu_interference
256000,32000000,1669000,140000,3734.31,5074.05,8808.36,0.0,3.99,16.36,139.0,normal
254000,32000000,1669000,137000,4849.66,6643.41,11493.07,0.0,4.5,29.12,131.29,normal
256000,32000000,1667000,139000,4809.72,6606.25,11415.97,0.00091,4.05,16.51,106.22,cpu_interference
254000,32000000,1665000,140000,4515.2,5955.72,10470.92,0.0,4.15,4306.61,123962.74,normal
254000,32000000,1671000,138000,4851.96,6639.04,11491.0,0.0,3.95,19.51,102.84,normal
243000,32000000,1656000,133000,4550.84,6204.08,10754.92,0.0,3.89,23.87,118.15,normal
252000,32000000,1670000,140000,4897.39,6680.82,11578.21,0.0,3.83,16.77,144.77,normal
253000,32000000,1669000,139000,4532.1,5961.13,10493.24,0.0,3.97,49885.16,159322.52,normal
21000,2591000,202000,18000,6520.92,8874.14,15395.07,0.017226,5.64,20.75,211.41,cpu_interference
416000,52000000,1851000,148000,4844.9,6221.39,11066.29,0.0,5.19,17.31,160.71,normal
249000,32000000,1653000,133000,4502.64,5973.74,10476.39,0.0,4.54,18.7,93.76,normal
256000,32000000,1653000,137000,4435.77,5889.02,10324.79,0.0,4.85,29.36,123.24,normal
251000,32000000,1644000,134000,4492.12,5922.41,10414.53,0.0,4.77,44.36,216.0,normal
19000,2269000,260000,24000,7416.86,10102.2,17519.05,0.024283,5.57,13.64,139.32,cpu_interference
296000,39000000,1980000,153000,4509.92,5938.13,10448.06,0.0,4.62,43.83,111.96,normal
304000,32000000,1653000,131000,4480.29,5972.83,10453.12,0.0,4.7,33.31,286.93,normal
246000,32000000,1654000,133000,4534.61,6007.81,10542.42,0.0,4.31,25.1,203.14,normal
247000,32000000,1652000,133000,4459.93,5930.1,10390.04,0.009914,4.87,293.2,30206.66,cpu_interference
33000,4319000,1769000,138000,5200.4,6551.96,11752.37,0.006136,4.79,28.57,179.72,cpu_interference
286000,39000000,1739000,139000,4576.39,5944.05,10520.44,0.0,4.97,22.12,167.17,normal
321000,42000000,2247000,182000,4954.64,6722.16,11676.81,0.0,4.96,24.98,201.85,normal
223000,30000000,1665000,133000,4217.56,5433.39,9650.96,0.0,4.59,25.78,117.95,normal
225000,30000000,1600000,126000,4551.73,6010.41,10562.13,0.0,25.19,16.33,111.06,normal
26000,3262000,219000,18000,5383.37,7346.2,12729.57,0.010497,4.89,20.87,61.13,cpu_interference
295000,41000000,2152000,168000,5796.04,8130.47,13926.51,7.4e-05,5.94,24.21,55.06,cpu_interference
423000,51000000,1941000,161000,4532.39,6000.42,10532.81,0.0,3.97,32.55,65.86,normal
244000,32000000,1656000,137000,4483.64,5974.13,10457.77,0.003253,3.94,21.64,164.98,cpu_interference
246000,32000000,1628000,134000,4528.49,5946.09,10474.58,0.0,48.19,24.86,84.71,normal
18000,2444000,269000,23000,7593.0,11135.34,18728.34,0.008767,6.04,35.86,129.43,cpu_interference
251000,32000000,1654000,131000,4488.3,5949.78,10438.08,0.0,4.4,21.62,141.3,normal
244000,32000000,1670000,135000,4476.08,5919.27,10395.35,0.005365,4.56,21.53,127.3,cpu_interference
259000,32000000,1666000,138000,4452.44,5892.79,10345.23,0.0,4.58,48.33,209.57,normal
310000,32000000,1681000,138000,4412.24,5876.46,10288.71,0.0,4.65,26798.29,41493.56,normal
15000,2051000,275000,24000,7452.62,10478.82,17931.44,0.005332,5.03,11.98,268.98,cpu_interference
248000,32000000,1667000,134000,4663.75,6033.67,10697.42,0.0,4.0,18.16,143.36,normal
247000,32000000,1668000,135000,4587.03,6003.44,10590.47,0.0,4.06,18.65,108.81,normal
249000,32000000,1649000,133000,4572.27,5928.95,10501.22,0.0,4.0,43.83,113.11,normal
246000,32000000,1652000,133000,4574.42,6022.54,10596.96,0.0,4.07,5562.92,118958.92,normal
14000,1663000,161000,13000,7556.17,11077.41,18633.57,0.007857,6.62,43.39,81.47,cpu_interference
259000,32000000,1670000,138000,4450.18,5902.87,10353.04,0.0,5.09,23.31,120.41,normal
256000,32000000,1670000,136000,4413.24,5840.7,10253.94,0.0,5.05,32.49,103.05,normal
13000,1719000,1671000,141000,4483.98,5932.42,10416.4,0.0,5.27,38.83,130.45,normal
257000,32000000,1673000,140000,4469.89,5933.7,10403.59,0.0,5.12,33.59,118.47,normal
16000,2363000,193000,16000,7940.05,11042.29,18982.34,0.008578,5.75,30.71,136.71,cpu_interference
294000,32000000,1632000,136000,4522.59,5946.33,10468.92,0.0,3.94,31.49,153.85,normal
248000,32000000,1645000,134000,4564.09,6064.13,10628.21,0.0,4.18,37.44,201.02,normal
264000,32000000,1665000,133000,4495.88,5931.91,10427.79,0.0,4.23,20.2,167.15,normal
252000,32000000,1658000,134000,4589.57,6017.43,10606.99,0.0,4.06,2574.7,105770.96,normal
28000,3695000,2241000,170000,7995.13,11189.2,19184.33,0.012782,5.79,25.89,204.72,cpu_interference
247000,32000000,119000,10000,4492.25,5946.26,10438.5,6.5e-05,4.96,68.56,199.23,cpu_interference
254000,32000000,455000,37000,4501.16,5983.33,10484.48,0.0,5.02,38.94,90.37,normal
251000,32000000,876000,74000,4514.42,5968.97,10483.39,0.000607,5.56,33.48,246.21,cpu_interference
247000,32000000,1342000,110000,4566.92,6075.32,10642.24,0.0,5.12,45022.96,67615.37,normal
51000,1629000,118000,10000,7661.57,11181.93,18843.5,0.008132,6.63,171.36,475.26,cpu_interference
251000,32000000,1671000,133000,4521.03,5939.33,10460.36,0.0,5.28,30.38,105.13,normal
250000,32000000,1670000,132000,4476.78,5930.04,10406.83,0.0,5.39,18.9,126.0,normal
254000,32000000,1671000,130000,4453.38,5938.26,10391.65,0.0,4.99,20.51,349.95,normal
252000,32000000,1631000,130000,4474.44,5933.87,10408.32,0.007039,5.23,636.3,705.55,cpu_interference
18000,2303000,213000,16000,7885.36,11525.64,19411.0,0.001549,5.67,16.9,70.06,cpu_interference
247000,32000000,1671000,134000,4707.91,6100.91,10808.82,0.0,3.86,16.0,84.27,normal
245000,32000000,1655000,135000,4592.33,5983.81,10576.14,0.0,3.74,17.85,106.38,normal
247000,32000000,1667000,135000,4524.44,5926.17,10450.61,0.0,3.77,16.32,93.58,normal
250000,32000000,1651000,134000,4582.05,5969.51,10551.55,0.0,3.78,4469.57,135569.29,normal
56000,1636000,133000,11000,6116.02,7827.59,13943.62,0.018201,5.59,48.42,132.55,cpu_interference
402000,50000000,1849000,150000,4452.57,5911.48,10364.06,0.0,4.98,33.37,236.63,normal
253000,32000000,1669000,133000,4497.83,5950.97,10448.79,0.0,5.25,32.38,108.47,normal
247000,32000000,1647000,133000,4487.41,5916.81,10404.22,0.0,5.36,31.23,125.17,normal
246000,32000000,1636000,133000,4464.9,5909.27,10374.16,0.0,5.23,26.42,121.92,normal
329000,41000000,699000,57000,4495.68,5924.0,10419.68,0.0,5.19,31.22,99.73,normal
252000,32000000,1188000,95000,4506.94,5967.26,10474.2,0.0,5.3,18.74,83.66,normal
252000,32000000,1203000,95000,4556.73,6024.9,10581.63,0.0,5.09,22.88,89.76,normal
243000,32000000,998000,79000,4567.1,6059.76,10626.85,0.0,5.32,355.94,22339.69,normal
21000,2851000,1060000,78000,7615.5,11101.94,18717.44,0.011024,5.55,31.92,132.65,cpu_interference
486000,55000000,1712000,134000,5227.68,6812.8,12040.48,0.000463,4.0,22.14,163.5,cpu_interference
244000,32000000,1567000,123000,4415.72,5794.33,10210.05,0.000121,4.18,22.32,173.11,cpu_interference
251000,32000000,1650000,135000,4484.37,5957.83,10442.21,0.002569,4.35,30.09,226.51,cpu_interference
213000,28000000,1470000,117000,4211.51,5469.39,9680.9,0.0,4.13,141.91,34012.29,normal
60000,2752000,156000,13000,7453.87,10131.34,17585.21,0.026115,5.0,18.7,56.52,cpu_interference
11000,1403000,2410000,186000,122.96,167.63,290.6,0.0,5.32,48.72,324.53,normal
14000,22517000000000000,1650000,135000,2006.72,2694.01,4700.73,0.0,4.85,20.9,54.19,normal
164000,21392000000000000,1505000,124000,2151.66,2864.4,5016.06,0.0,4.25,56.73,92.33,normal
65000,22517000000000000,1584000,131000,1789.85,2417.22,4207.07,0.0,4.33,28.1,162.72,normal
343000,45000000,1495000,117000,8170.71,12154.19,20324.9,0.000881,5.58,26.88,114.63,cpu_interference
244000,32000000,1646000,136000,4558.41,6020.42,10578.83,0.0,5.38,22.18,123.74,normal
246000,32000000,1644000,136000,4570.12,6058.9,10629.02,0.0,5.3,20.31,144.82,normal
247000,32000000,88000,7172,4532.83,6078.65,10611.48,0.0,5.34,17.35,82.52,normal
20000,2544000,296000,26000,7449.46,10353.59,17803.05,0.007753,6.65,39819.72,78987.25,cpu_interference
543000,63000000,1647000,125000,8168.91,11811.21,19980.12,0.001795,5.07,26.57,146.34,cpu_interference
247000,32000000,1653000,135000,4535.35,5991.09,10526.44,0.0,5.34,32.42,117.53,normal
253000,32000000,1653000,136000,4557.16,6011.94,10569.1,0.0,5.15,29.7,130.43,normal
295000,32000000,1658000,136000,4840.34,6633.41,11473.75,0.0,5.1,23.65,273.47,normal
24000,3155000,2658000,195000,7206.71,9843.73,17050.44,0.008186,5.64,62.54,868.49,cpu_interference
587000,68000000,3291000,250000,6561.53,8827.38,15388.91,0.011413,3.85,50.64,161.3,cpu_interference
251000,32000000,1672000,137000,4771.23,6597.66,11368.89,0.0,4.34,18.34,135.88,normal
310000,32000000,1663000,138000,4589.01,6054.59,10643.6,0.002442,4.03,20.69,91.31,cpu_interference
252000,32000000,1664000,135000,4570.53,6168.78,10739.31,0.0,4.3,30.15,115.31,normal
21000,2798000,227000,18000,7650.31,11137.62,18787.94,0.007472,24.59,23.89,94.28,cpu_interference
584000,68000000,3895000,286000,8030.96,11993.24,20024.2,0.000414,4.01,16.12,226.1,cpu_interference
251000,32000000,1665000,136000,4571.65,6082.14,10653.79,0.0,4.32,16.21,114.85,normal
246000,32000000,1650000,135000,4573.05,5980.53,10553.58,0.0,4.13,34.56,371.06,normal
300000,32000000,1653000,133000,4603.31,6070.31,10673.62,0.007223,3.83,43.03,153.23,cpu_interference
21000,2810000,2261000,172000,7291.17,10001.06,17292.23,0.000414,50.13,19.25,125.65,cpu_interference
558000,66000000,3851000,297000,6611.6,8699.96,15311.57,0.00324,3.89,22.41,138.14,cpu_interference
246000,32000000,1663000,131000,4613.04,6027.38,10640.42,0.0,3.88,23.57,186.77,normal
252000,32000000,1669000,137000,4540.66,6001.97,10542.63,0.0,4.03,27.79,124.45,normal
253000,32000000,1639000,139000,4883.07,6594.6,11477.67,0.0,3.58,20.56,97.15,normal
24000,2875000,242000,19000,6514.4,9765.21,16279.6,0.003515,43.6,13.86,122.63,cpu_interference
535000,62000000,3826000,289000,8608.3,12640.76,21249.06,0.001013,4.01,23.65,132.63,cpu_interference
255000,32000000,1683000,139000,4608.47,6093.74,10702.21,0.0,3.58,28.36,128.57,normal
252000,32000000,1682000,136000,4519.15,5976.69,10495.84,0.0,4.03,23.18,121.12,normal
250000,32000000,1681000,135000,4569.68,6018.3,10587.98,0.0,4.24,20.73,109.55,normal
31000,3821000,2334000,186000,6359.22,8793.26,15152.48,0.010016,48.1,22.69,135.84,cpu_interference
607000,71000000,3956000,300000,7497.3,10779.17,18276.46,0.002027,3.95,21.23,186.56,cpu_interference
253000,32000000,1660000,135000,4549.75,6120.81,10670.57,0.0,3.98,27.4,133.29,normal
249000,32000000,1660000,138000,4488.81,5921.51,10410.32,0.0,4.21,17.38,116.88,normal
241000,32000000,1657000,134000,4571.34,6003.86,10575.2,0.0,3.8,28.22,166.65,normal
19000,2548000,3602000,263000,8122.94,11764.49,19887.43,0.009057,48.25,16.65,56.78,cpu_interference
663000,68000000,3039000,239000,6088.77,8161.88,14250.64,9e-06,4.09,27.42,112.16,cpu_interference
251000,32000000,1669000,135000,4478.85,5932.14,10410.99,0.0,3.98,15.35,69.65,normal
251000,32000000,1663000,136000,4444.08,5893.53,10337.61,0.0,3.77,28.16,49.89,normal
246000,32000000,1662000,137000,4450.57,5916.57,10367.14,0.0,3.89,38.26,122.49,normal
23000,3082000,185000,15000,817.86,906.93,1724.79,0.02214,4.84,11.0,56.4,cpu_interference
337000,47000000,2368000,178000,5936.53,7895.09,13831.62,0.0,4.44,31.59,77.86,normal
241000,32000000,1567000,124000,4107.98,5376.02,9483.99,8.6e-05,3.86,28.73,89.73,cpu_interference
274000,34000000,1663000,131000,4313.33,5675.22,9988.55,0.001677,4.12,17.48,51.1,cpu_interference
249000,32000000,1600000,130000,4570.38,6117.99,10688.36,0.001008,4.03,27.02,248.73,cpu_interference
12000,1697000,222000,20000,1797.17,2300.13,4097.29,0.001963,48.28,20.22,53.51,cpu_interference
600000,71000000,3612000,282000,6652.09,9368.72,16020.81,0.0,3.66,20.32,129.08,normal
249000,32000000,1670000,139000,4520.76,5942.78,10463.54,0.0,3.92,27.5,62.46,normal
244000,32000000,1666000,137000,4510.3,5992.23,10502.53,0.0,4.01,22.4,61.37,normal
246000,32000000,1664000,136000,4467.74,5961.59,10429.33,0.0,3.84,21.86,85.58,normal
42000,5095000,262000,23000,1439.22,1527.4,2966.62,0.011794,5.87,24.6,54.89,cpu_interference
454000,53000000,1684000,136000,4482.35,5962.09,10444.44,0.001537,4.42,17.6,67.63,cpu_interference
253000,32000000,1684000,136000,4421.86,5855.94,10277.8,0.0,4.38,28.68,80.67,normal
256000,32000000,1681000,136000,4462.29,5908.4,10370.68,0.0,4.64,22.14,59.64,normal
252000,32000000,1684000,135000,4439.91,5904.93,10344.83,0.0,4.36,16.35,51.55,normal
15000,2112000,3063000,231000,845.23,936.98,1782.21,0.006268,5.43,17.71,42.13,cpu_interference
577000,66000000,1977000,161000,4501.18,5931.82,10433.0,0.0,4.12,64.69,543.02,normal
248000,32000000,1653000,138000,4455.85,5883.6,10339.45,0.0,4.13,19.02,58.05,normal
243000,32000000,1652000,136000,4465.11,5896.41,10361.52,0.0,4.31,26.28,90.9,normal
242000,32000000,1648000,134000,4457.87,5930.73,10388.6,0.0,4.1,23.77,67.96,normal
27000,3648000,1375000,113000,913.46,1007.34,1920.8,0.018561,5.91,9.49,32.32,cpu_interference
352000,44000000,2326000,185000,5804.18,7541.7,13345.88,4e-06,4.57,26.27,59.71,cpu_interference
251000,32000000,1668000,135000,4492.54,5909.58,10402.12,0.0,5.08,25.07,92.31,normal
285000,32000000,1650000,132000,4510.71,5936.72,10447.44,0.0,4.18,17.96,74.71,normal
251000,32000000,1669000,134000,4419.52,5886.87,10306.39,0.0,4.36,25.23,57.52,normal
43000,952000,244000,20000,836.59,944.08,1780.66,0.012032,47.28,27.33,69.36,cpu_interference
606000,70000000,3813000,294000,4495.16,5919.95,10415.11,0.0,3.91,27.77,58.45,normal
253000,32000000,1670000,138000,4459.84,5951.77,10411.62,0.0,3.85,34.63,62.76,normal
310000,32000000,1670000,137000,4520.53,5992.79,10513.32,0.0,3.89,88.57,222.53,normal
256000,32000000,1669000,134000,4522.19,6067.47,10589.66,0.0,3.86,16.86,55.24,normal
35000,4455000,214000,18000,849.59,964.72,1814.31,0.003832,29.37,24.26,63.19,cpu_interference
462000,60000000,1861000,150000,5057.05,6982.28,12039.32,0.000241,4.92,33.24,63.59,cpu_interference
251000,32000000,1649000,139000,4495.26,5999.58,10494.84,0.0,3.76,27.56,98.88,normal
249000,32000000,1666000,136000,4575.57,6044.5,10620.07,0.0,3.75,58.78,190.5,normal
308000,32000000,1664000,136000,4513.74,6015.06,10528.81,0.0,4.01,33.16,83.5,normal
12000,1644000,189000,16000,836.62,923.17,1759.79,0.015663,5.51,12.02,93.76,cpu_interference
427000,55000000,2783000,223000,7065.44,10152.88,17218.32,0.0,4.41,24.41,52.25,normal
252000,32000000,1656000,135000,4499.55,5961.36,10460.91,0.0,4.27,26.31,65.28,normal
250000,32000000,1655000,136000,4400.62,5840.86,10241.48,0.0,4.27,23.14,70.43,normal
247000,32000000,1655000,135000,4400.82,5856.67,10257.48,0.0,4.73,14.78,45.8,normal
12000,1661000,190000,17000,800.41,875.05,1675.45,0.013019,6.28,18.57,50.85,cpu_interference
329000,37000000,1758000,141000,4321.71,5450.24,9771.95,0.002317,4.18,17.79,66.1,cpu_interference
249000,33000000,1681000,135000,4662.01,6210.82,10872.83,0.0,4.73,12.0,32.3,normal
361000,42000000,1824000,152000,4490.18,6002.17,10492.35,0.00302,4.82,23.89,53.57,cpu_interference
256000,33000000,1636000,134000,4459.66,5953.34,10412.99,0.0,4.32,26.67,67.0,normal
28000,2906000,150000,13000,867.21,993.73,1860.94,0.004584,6.06,14.45,45.24,cpu_interference
434000,54000000,1681000,134000,4498.29,5935.67,10433.97,0.0,4.45,18.73,145.06,normal
247000,32000000,1654000,137000,4487.48,5959.23,10446.7,0.0,4.93,22.44,54.76,normal
258000,32000000,1656000,138000,4540.16,6084.33,10624.48,0.0,4.63,20.94,64.83,normal
247000,32000000,1683000,139000,4453.9,5939.45,10393.35,0.0,4.58,26.87,82.67,normal
506000,60000000,2966000,239000,5543.11,7289.3,12832.41,0.0,5.0,36.2,192.2,normal
249000,32000000,1647000,133000,4393.08,5861.79,10254.86,0.0,4.83,25.09,198.39,normal
219000,28000000,1800000,144000,4347.13,5716.43,10063.56,0.000442,4.74,21.43,71.09,cpu_interference
